Study Hours,Sleep Hours,Last Exam,Internet Access,Academy,Family Income,CoCurricular,Stress Level,Health,Percentage
21.84,4.96,66.43,Yes,Yes,Moderate,Low,High,Average,69.6
12.68,4.83,69.97,Yes,Yes,High,Moderate,Low,Average,72.61
8.41,7.17,89.72,Yes,No,Low,Moderate,High,Good,58.49
23.52,7.95,76.04,Yes,No,Moderate,Moderate,Low,Average,74.11
14.32,6.19,77.89,Yes,Yes,Low,Moderate,High,Poor,61.2
16.33,9.0,67.49,Yes,Yes,Moderate,Moderate,Low,Poor,77.09
22.41,7.88,81.89,Yes,No,Low,Low,Low,Average,81.66
8.81,5.91,74.53,Yes,Yes,Moderate,Low,High,Good,54.57
18.57,7.04,70.66,Yes,Yes,Moderate,Moderate,Moderate,Good,75.71
11.46,9.97,58.85,Yes,Yes,Low,Moderate,High,Average,56.14
14.21,5.51,68.3,Yes,Yes,High,Moderate,Moderate,Average,63.82
15.43,7.63,53.81,Yes,Yes,Moderate,Low,Low,Good,76.21
6.0,6.61,69.4,No,No,Low,Low,Low,Good,49.66
10.33,7.85,71.33,Yes,No,Moderate,Moderate,High,Good,59.25
23.11,8.52,33.93,Yes,Yes,High,Moderate,Moderate,Average,74.47
20.32,6.54,66.54,Yes,No,High,Moderate,Moderate,Average,71.76
14.62,8.34,52.36,Yes,No,Moderate,High,Moderate,Average,60.68
16.46,9.67,77.48,Yes,No,Moderate,Moderate,Moderate,Average,77.58
13.23,7.08,79.56,Yes,Yes,High,Moderate,High,Average,67.22
23.14,7.94,63.6,Yes,Yes,Low,Moderate,Moderate,Poor,75.2
13.8,6.29,78.24,Yes,Yes,Moderate,Low,Moderate,Good,67.76
16.39,7.02,78.87,Yes,No,Low,Moderate,High,Average,65.86
21.88,6.79,66.55,Yes,No,Moderate,Low,Low,Average,79.69
10.34,7.96,93.01,Yes,Yes,High,Moderate,Low,Good,85.13
24.35,8.45,59.12,Yes,No,Moderate,Low,Moderate,Poor,62.47
5.82,6.87,92.07,Yes,Yes,Moderate,Moderate,High,Average,59.42
24.78,8.84,66.62,Yes,Yes,Low,High,Moderate,Average,86.95
12.76,8.84,57.35,Yes,No,Moderate,Moderate,High,Average,51.18
13.54,8.02,64.73,Yes,Yes,Low,Low,High,Average,62.02
3.66,6.38,53.51,Yes,Yes,High,Moderate,High,Average,42.43
12.27,6.27,81.77,Yes,No,Moderate,Moderate,Low,Good,68.23
8.76,6.03,45.96,Yes,Yes,Low,Low,Moderate,Poor,40.51
11.35,8.14,90.84,Yes,Yes,Moderate,Moderate,Moderate,Average,76.14
14.18,5.55,55.96,No,No,High,Moderate,Low,Good,49.86
20.75,7.81,82.55,Yes,Yes,Low,Moderate,Moderate,Average,87.3
16.25,5.7,70.36,Yes,Yes,Low,High,Moderate,Good,59.03
16.85,7.99,74.06,Yes,No,Moderate,Low,Moderate,Average,64.75
8.43,7.02,61.15,Yes,Yes,Low,Moderate,Moderate,Average,57.87
9.72,8.6,75.29,No,Yes,Moderate,Low,Low,Good,69.79
25.79,8.37,72.02,Yes,Yes,High,Moderate,Low,Good,93.31
10.59,8.72,48.13,Yes,No,Moderate,High,Moderate,Average,59.98
24.94,8.75,55.56,No,No,Moderate,Low,Moderate,Average,74.1
13.54,7.17,61.89,Yes,Yes,Moderate,Low,Moderate,Average,62.15
15.01,5.61,58.68,Yes,No,Low,High,High,Average,38.65
21.42,5.74,88.79,Yes,No,High,High,Low,Good,85.83
22.63,4.5,70.11,Yes,No,Low,High,Low,Average,72.24
14.34,5.7,58.32,Yes,Yes,High,High,Low,Average,55.32
12.67,7.08,62.64,No,Yes,Low,Moderate,Low,Average,60.68
14.66,6.33,62.43,Yes,Yes,High,High,Low,Average,70.07
17.03,6.78,65.68,Yes,No,Moderate,High,Moderate,Good,77.62
20.35,7.59,53.87,Yes,No,Low,Low,Moderate,Average,61.16
15.03,6.64,57.79,Yes,Yes,Low,Moderate,Low,Average,54.54
18.71,5.65,81.5,Yes,Yes,Low,Moderate,Moderate,Average,66.9
24.83,6.94,72.78,Yes,Yes,Low,Low,Moderate,Average,80.37
17.29,5.92,67.71,Yes,No,Moderate,Moderate,Moderate,Average,71.2
16.87,6.68,70.04,Yes,Yes,Moderate,Moderate,Moderate,Average,69.46
5.89,8.61,69.32,Yes,No,Moderate,High,Moderate,Average,61.02
0.0,6.68,66.86,Yes,No,Low,Moderate,High,Average,33.72
17.33,9.13,77.76,Yes,No,Low,High,Low,Good,83.68
14.43,8.72,76.65,Yes,Yes,Moderate,Low,Moderate,Average,79.59
11.91,6.3,46.42,Yes,Yes,High,Moderate,Moderate,Average,57.52
16.46,5.67,68.03,Yes,No,Moderate,Moderate,Low,Average,63.44
14.64,6.94,47.41,Yes,Yes,Low,Moderate,High,Average,51.74
21.77,8.38,79.53,Yes,Yes,Moderate,Moderate,Moderate,Good,87.06
15.52,6.41,81.51,No,Yes,Moderate,Moderate,Moderate,Average,65.62
10.52,8.09,60.84,Yes,Yes,Moderate,Low,Moderate,Poor,49.68
20.94,8.45,68.25,Yes,No,Moderate,Moderate,Moderate,Average,87.08
13.7,6.07,38.33,Yes,Yes,High,Moderate,Moderate,Good,55.49
18.16,6.19,84.59,Yes,No,Moderate,Moderate,Moderate,Average,62.52
12.14,7.86,80.65,No,Yes,Low,High,Moderate,Average,60.42
11.1,7.18,87.25,Yes,Yes,Low,Moderate,Moderate,Average,61.63
15.51,6.18,92.3,Yes,No,Moderate,Moderate,Moderate,Good,75.05
15.08,6.58,51.64,Yes,No,Moderate,High,Moderate,Average,51.62
17.88,6.92,83.32,Yes,Yes,High,Low,Moderate,Average,75.85
13.39,5.12,92.19,Yes,Yes,Low,Moderate,Low,Average,71.44
3.98,7.92,47.58,No,Yes,Low,High,Moderate,Average,31.56
12.4,6.43,67.43,Yes,Yes,High,Low,Moderate,Average,69.01
19.76,3.66,64.55,Yes,No,Low,Low,Low,Good,66.26
13.22,6.97,82.83,Yes,Yes,High,Low,Moderate,Good,75.36
13.52,6.11,34.09,Yes,Yes,Moderate,High,High,Average,44.92
20.92,9.03,97.24,Yes,Yes,Moderate,Moderate,Moderate,Average,91.64
10.73,6.3,68.31,No,Yes,Low,Moderate,Low,Average,58.59
5.74,5.68,83.74,Yes,Yes,Moderate,Moderate,Moderate,Good,60.53
14.04,7.61,69.1,Yes,Yes,High,Moderate,Low,Poor,74.05
12.09,6.21,77.38,Yes,No,Moderate,Moderate,Moderate,Average,62.97
9.2,6.06,35.18,Yes,No,Moderate,High,Moderate,Good,49.98
13.95,7.61,64.23,Yes,Yes,Moderate,Low,Moderate,Average,65.44
17.95,5.75,82.72,Yes,No,Moderate,Low,Moderate,Average,60.94
14.94,5.25,74.33,Yes,No,Moderate,Low,High,Good,57.19
16.84,9.07,45.45,Yes,Yes,Low,Moderate,Low,Average,59.64
25.88,7.7,70.92,Yes,No,High,Moderate,Low,Average,85.04
12.94,6.68,57.72,Yes,Yes,Moderate,Moderate,High,Good,52.14
16.67,7.0,56.42,Yes,Yes,Low,High,Low,Good,74.82
11.94,7.61,47.19,Yes,Yes,Low,Moderate,Moderate,Average,59.05
9.92,8.17,79.28,Yes,No,High,Moderate,Moderate,Poor,54.09
11.49,6.09,86.7,Yes,Yes,Low,Moderate,Moderate,Average,67.84
12.13,7.44,100.0,Yes,Yes,High,High,Low,Poor,82.57
17.16,6.39,47.89,No,No,Moderate,Moderate,Moderate,Poor,61.52
29.09,6.77,81.51,Yes,No,Moderate,Moderate,Moderate,Poor,86.05
10.7,7.19,82.5,Yes,No,Moderate,Moderate,Low,Poor,55.27
12.5,6.99,61.29,Yes,Yes,Moderate,High,Moderate,Average,54.1
14.62,7.88,56.24,Yes,No,High,Moderate,Moderate,Good,72.2
17.37,7.58,53.71,Yes,Yes,High,Moderate,Moderate,Poor,59.95
16.58,5.19,62.09,Yes,No,Moderate,High,Low,Good,72.65
22.7,5.37,73.04,Yes,Yes,High,Moderate,Moderate,Average,79.8
0.44,6.56,90.4,Yes,No,Moderate,Moderate,Moderate,Average,55.06
0.68,9.19,86.58,Yes,Yes,Moderate,High,Low,Average,53.46
12.02,5.98,45.77,Yes,No,Moderate,Moderate,Low,Poor,48.45
21.58,6.75,58.17,No,Yes,Moderate,Moderate,High,Average,67.73
5.61,6.36,89.49,Yes,Yes,Moderate,Low,Low,Poor,61.1
0.0,6.34,59.03,Yes,Yes,Moderate,Moderate,Low,Poor,42.83
18.43,7.21,69.15,Yes,Yes,High,Moderate,Moderate,Average,66.87
16.46,8.68,44.42,Yes,Yes,Moderate,Low,Low,Average,63.51
8.46,7.55,87.3,Yes,Yes,Moderate,Moderate,Low,Average,68.05
9.09,6.04,41.31,Yes,No,Moderate,Moderate,Low,Average,53.35
9.18,10.3,45.36,Yes,No,Moderate,Moderate,Low,Average,69.19
15.66,7.09,85.76,Yes,Yes,Low,Moderate,Low,Average,81.76
11.24,6.31,98.8,Yes,Yes,Moderate,Moderate,Low,Average,79.22
17.96,8.69,65.64,Yes,Yes,Moderate,Moderate,Moderate,Average,75.09
0.0,6.44,69.3,Yes,Yes,Moderate,Moderate,Low,Good,49.47
9.86,9.0,83.62,Yes,Yes,Moderate,Moderate,Moderate,Average,74.75
8.24,5.96,74.34,Yes,No,High,Moderate,Moderate,Poor,54.82
13.46,8.72,64.4,Yes,No,Low,Moderate,High,Good,57.28
11.77,7.24,62.72,Yes,Yes,High,Low,Moderate,Average,61.47
19.79,8.55,46.5,Yes,No,Moderate,Moderate,High,Average,58.18
3.84,9.28,73.49,Yes,Yes,High,Moderate,Moderate,Average,49.58
15.27,5.64,68.62,Yes,Yes,High,Low,Moderate,Good,60.95
18.35,8.53,63.43,Yes,No,Low,Moderate,Moderate,Average,67.47
26.14,5.31,54.97,Yes,No,Moderate,Moderate,Moderate,Poor,58.51
12.11,5.74,56.49,Yes,Yes,Moderate,Moderate,Moderate,Average,49.32
16.95,6.04,79.28,No,No,Low,Moderate,Moderate,Average,65.34
4.18,7.6,83.22,Yes,No,High,Moderate,Low,Good,60.49
0.65,7.04,65.09,No,Yes,Moderate,Moderate,High,Average,29.53
20.07,6.8,63.51,Yes,Yes,Low,Moderate,Low,Average,66.16
14.97,7.18,57.2,Yes,No,Low,Low,Moderate,Average,62.21
22.07,7.71,84.05,Yes,Yes,Moderate,Moderate,High,Average,84.74
6.76,7.8,70.46,Yes,Yes,Low,Moderate,Low,Average,52.2
18.12,8.31,75.52,Yes,No,Low,Low,Moderate,Good,75.81
26.21,9.18,75.38,Yes,Yes,High,Moderate,High,Good,92.53
17.52,6.97,65.38,Yes,No,Moderate,High,Moderate,Average,73.09
16.66,6.37,52.52,Yes,Yes,Moderate,Moderate,Moderate,Good,70.86
15.05,7.74,55.06,Yes,No,Low,Moderate,Moderate,Average,48.89
5.57,5.63,86.92,Yes,No,Low,High,Moderate,Good,59.36
23.13,6.19,59.11,Yes,No,Moderate,Moderate,Moderate,Average,71.67
11.33,8.2,63.84,Yes,Yes,Moderate,Low,High,Average,61.78
18.03,6.85,52.98,Yes,Yes,Low,High,High,Good,53.97
5.62,5.55,51.76,Yes,Yes,Low,Low,Moderate,Good,35.71
7.92,5.21,58.46,Yes,No,High,Low,Moderate,Good,52.13
23.61,7.06,95.33,Yes,Yes,High,Low,Moderate,Good,93.88
12.92,8.37,79.87,Yes,Yes,Moderate,Moderate,Low,Good,78.15
23.72,8.35,62.1,Yes,Yes,Moderate,Moderate,Moderate,Average,71.25
14.53,7.13,86.24,Yes,Yes,Low,Moderate,Moderate,Average,76.1
3.95,9.41,67.72,Yes,No,Low,Low,Low,Average,51.86
20.35,6.87,90.32,Yes,No,High,Low,High,Poor,75.93
11.46,6.83,100.0,Yes,Yes,Moderate,Moderate,Moderate,Poor,68.76
19.19,3.92,85.42,Yes,No,Moderate,Moderate,Moderate,Good,69.27
15.15,6.46,71.42,Yes,No,Moderate,Low,High,Average,56.04
5.74,8.02,80.49,Yes,Yes,Moderate,High,Low,Poor,68.45
15.99,8.88,70.23,Yes,Yes,Low,Moderate,Low,Average,72.42
28.18,6.0,42.46,Yes,No,Moderate,Moderate,Low,Average,75.1
17.96,7.55,60.18,Yes,Yes,Moderate,Moderate,Low,Good,78.88
14.65,8.26,55.73,Yes,No,Low,Moderate,High,Good,53.19
21.45,7.01,59.85,No,Yes,Moderate,Moderate,Moderate,Average,70.89
16.26,4.26,96.91,Yes,No,Moderate,Moderate,Moderate,Average,73.59
16.26,7.3,86.83,No,No,Moderate,Moderate,Moderate,Average,68.84
8.45,7.91,76.61,No,No,Moderate,Moderate,Low,Good,59.13
16.4,5.86,82.19,Yes,Yes,Low,Moderate,Moderate,Good,75.35
21.21,6.7,41.62,No,No,Moderate,Moderate,Low,Average,64.29
9.98,5.61,80.92,No,Yes,Moderate,Low,Low,Average,55.66
23.55,3.92,84.09,Yes,No,Moderate,Low,Moderate,Good,82.36
14.45,8.23,36.4,No,No,Low,Low,High,Good,38.43
9.67,7.0,81.48,Yes,Yes,Moderate,Moderate,Moderate,Average,60.23
20.99,8.92,48.64,Yes,No,High,High,Moderate,Good,78.88
13.28,8.03,40.45,Yes,No,Moderate,Moderate,High,Average,49.83
19.56,6.57,89.89,Yes,No,Low,Low,Low,Average,72.72
13.25,6.9,54.89,Yes,No,Moderate,Low,Moderate,Average,57.03
14.64,7.68,59.26,No,Yes,Low,Moderate,Low,Good,61.56
17.96,8.16,84.84,No,Yes,Moderate,High,High,Average,78.88
16.75,7.39,65.42,Yes,No,High,High,Low,Good,79.68
3.03,8.33,67.3,Yes,Yes,High,Low,Moderate,Good,49.78
8.27,6.64,66.97,No,Yes,Low,Moderate,Low,Average,52.07
20.58,5.8,75.21,Yes,Yes,Moderate,Low,Low,Good,76.56
14.21,6.92,66.6,No,Yes,Moderate,Moderate,Low,Good,66.8
11.86,7.25,71.71,Yes,Yes,Low,High,Moderate,Average,64.46
6.85,5.56,62.45,No,No,Low,Low,High,Average,37.71
8.52,5.4,75.28,Yes,Yes,Moderate,Low,Moderate,Good,53.81
2.87,7.54,74.71,No,Yes,Low,Low,High,Poor,32.7
14.39,6.51,98.47,No,Yes,High,Moderate,Low,Average,78.93
11.41,6.8,64.28,No,No,Moderate,Low,High,Average,45.87
9.2,6.57,67.24,Yes,Yes,Moderate,Moderate,Moderate,Average,54.42
14.59,8.82,73.58,Yes,No,Moderate,Moderate,High,Good,62.86
17.18,8.51,84.47,Yes,Yes,Moderate,Moderate,Moderate,Poor,76.76
27.56,5.52,53.63,Yes,Yes,Moderate,Moderate,Moderate,Good,76.46
5.93,6.36,71.55,Yes,Yes,Low,High,High,Poor,42.34
21.96,8.02,32.38,Yes,Yes,Moderate,Low,Moderate,Average,63.53
20.84,7.72,65.93,No,Yes,Moderate,Moderate,Moderate,Average,59.0
10.33,6.95,86.09,Yes,Yes,Moderate,Moderate,Moderate,Average,58.43
16.22,5.63,59.11,No,Yes,Low,Moderate,Moderate,Average,63.05
12.25,6.18,72.65,Yes,No,Moderate,Moderate,Low,Good,58.78
16.11,6.38,62.07,Yes,Yes,Moderate,Low,Moderate,Good,71.08
24.05,7.33,57.11,No,Yes,Moderate,Moderate,Moderate,Good,79.56
18.63,9.04,84.57,Yes,Yes,High,High,High,Average,82.97
18.05,6.18,54.32,Yes,No,High,High,High,Average,70.38
12.42,5.77,74.39,Yes,Yes,Low,Moderate,Moderate,Good,66.88
6.1,6.87,74.63,Yes,No,Moderate,Moderate,High,Good,53.34
13.75,8.24,57.22,Yes,No,Moderate,Moderate,Moderate,Average,62.29
22.24,5.26,72.34,Yes,Yes,Low,Moderate,Low,Average,80.54
5.84,8.74,55.98,No,Yes,Low,Low,Moderate,Average,44.87
8.67,6.79,77.83,Yes,No,Moderate,Moderate,Moderate,Average,62.63
15.76,6.12,50.28,Yes,Yes,Moderate,Moderate,Low,Average,69.8
9.09,5.08,64.91,Yes,No,Moderate,High,High,Poor,51.02
10.24,7.85,66.21,Yes,Yes,Moderate,Low,Moderate,Average,57.42
12.46,6.79,86.69,Yes,Yes,Moderate,Moderate,High,Good,64.33
6.81,7.2,72.1,Yes,No,High,Moderate,Low,Average,60.25
9.16,5.92,84.33,Yes,Yes,Moderate,Moderate,Low,Average,75.49
19.22,6.62,78.32,No,No,Moderate,Low,Moderate,Average,63.18
7.16,6.42,78.22,Yes,Yes,High,Moderate,Low,Good,65.5
5.41,6.88,65.02,Yes,Yes,Moderate,Moderate,High,Good,48.83
11.22,6.2,85.31,Yes,Yes,Moderate,Moderate,Moderate,Good,64.87
19.39,5.16,64.66,Yes,No,Moderate,High,Moderate,Average,68.83
13.82,10.27,44.05,Yes,No,Moderate,Moderate,Moderate,Good,58.98
12.21,5.36,66.78,Yes,Yes,Low,Moderate,Moderate,Poor,51.42
15.27,7.22,76.8,Yes,Yes,Moderate,Moderate,High,Average,65.77
4.53,4.87,45.9,Yes,Yes,Low,Moderate,Low,Average,38.09
17.97,4.6,56.72,Yes,No,High,Low,Moderate,Average,57.11
17.3,7.12,51.54,Yes,Yes,Moderate,High,High,Good,61.84
12.54,7.21,81.8,No,Yes,Moderate,Low,Low,Average,65.72
21.04,8.51,95.09,Yes,Yes,Moderate,Moderate,Low,Average,91.74
8.24,7.48,66.85,Yes,No,High,Moderate,High,Good,56.6
21.77,6.82,77.97,Yes,Yes,High,Moderate,High,Good,85.07
15.93,5.86,77.58,Yes,Yes,Low,Low,Moderate,Good,62.98
12.98,8.8,93.31,Yes,Yes,Moderate,High,Moderate,Average,77.3
14.88,8.11,60.21,Yes,Yes,High,Low,Moderate,Average,62.37
14.36,5.5,66.7,Yes,No,Moderate,Low,Moderate,Average,53.96
22.32,7.05,64.89,Yes,No,High,Low,High,Average,73.87
8.54,7.17,71.13,Yes,No,High,Moderate,Moderate,Average,59.57
10.42,6.59,100.0,Yes,Yes,Moderate,High,Low,Good,76.78
21.22,7.93,70.46,No,No,High,High,High,Poor,66.32
11.43,8.0,57.18,Yes,Yes,Moderate,Moderate,Low,Average,54.86
20.4,6.77,52.68,Yes,No,High,Moderate,Moderate,Average,74.13
25.2,6.66,88.79,Yes,No,Moderate,Moderate,Moderate,Average,86.62
12.59,8.8,57.11,Yes,Yes,Moderate,Moderate,High,Good,52.48
19.09,8.12,79.95,Yes,Yes,High,Moderate,High,Average,78.58
8.08,7.09,59.8,Yes,Yes,High,Moderate,High,Good,50.99
19.53,5.04,51.0,Yes,Yes,Moderate,Low,Moderate,Average,58.75
16.2,7.41,79.08,Yes,No,Low,Moderate,Moderate,Good,76.21
17.84,7.84,60.54,Yes,Yes,Moderate,Low,Low,Poor,65.88
11.13,3.69,76.38,Yes,No,High,High,Low,Poor,68.2
5.03,7.3,77.49,Yes,No,Moderate,Moderate,Moderate,Average,68.7
18.02,6.5,78.19,Yes,No,High,Low,Moderate,Good,83.88
2.62,6.73,65.98,Yes,No,High,Low,Moderate,Good,44.15
13.1,5.91,80.29,Yes,Yes,Moderate,High,Low,Good,81.43
20.65,6.82,56.16,Yes,Yes,Moderate,Moderate,Low,Average,69.85
16.15,8.67,33.19,Yes,Yes,Low,Moderate,Moderate,Average,56.61
26.69,6.46,80.6,Yes,Yes,Moderate,Low,High,Average,89.83
21.15,8.16,72.48,No,Yes,Moderate,Low,Low,Average,71.8
11.08,6.03,60.85,Yes,No,Moderate,Moderate,Moderate,Average,54.42
15.16,7.91,47.93,Yes,Yes,Moderate,Moderate,Low,Average,63.75
14.72,7.0,39.45,Yes,No,Moderate,Low,Low,Average,50.1
5.51,7.42,70.78,Yes,No,Low,Low,High,Poor,30.86
9.36,7.01,94.73,Yes,No,High,Moderate,Low,Average,76.13
11.64,7.77,67.92,Yes,No,Moderate,Moderate,Low,Average,56.53
2.78,3.92,64.58,No,Yes,Moderate,High,Low,Average,45.32
15.28,5.3,69.63,No,No,Moderate,High,Moderate,Average,59.36
13.51,7.5,100.0,Yes,Yes,Moderate,Moderate,Low,Average,87.46
4.96,4.55,81.28,Yes,No,Low,Moderate,Moderate,Average,41.49
17.43,6.36,56.0,Yes,No,Moderate,Moderate,High,Average,57.61
19.3,6.93,70.42,No,Yes,Moderate,Low,Low,Good,85.07
16.36,6.01,74.99,Yes,No,High,Low,High,Average,61.8
13.06,6.17,54.15,Yes,Yes,High,Low,Low,Average,69.55
18.55,7.33,81.39,Yes,Yes,Low,High,Low,Poor,71.65
19.08,8.21,57.73,Yes,No,High,High,Moderate,Average,74.3
16.84,5.85,47.34,Yes,No,High,Low,Low,Average,57.47
10.05,6.31,71.14,Yes,No,Moderate,Moderate,Low,Good,65.49
16.66,6.12,68.77,Yes,Yes,Low,Moderate,Moderate,Good,61.2
22.17,4.09,69.98,Yes,Yes,Moderate,Moderate,Moderate,Average,69.94
11.42,7.17,58.53,No,Yes,Moderate,Moderate,High,Average,46.92
27.59,8.12,60.62,Yes,Yes,Low,Low,Low,Average,79.68
11.85,8.22,86.93,Yes,Yes,Low,Moderate,Moderate,Good,78.68
15.19,5.96,76.62,Yes,No,Low,High,Moderate,Good,64.3
10.97,5.5,55.65,No,Yes,Low,Low,Low,Good,51.21
16.34,7.03,40.74,Yes,No,Moderate,Low,High,Average,59.73
4.55,8.0,56.28,Yes,Yes,Moderate,Moderate,Moderate,Good,51.97
11.72,7.19,72.36,Yes,Yes,Moderate,Moderate,High,Average,47.04
8.45,7.35,60.52,Yes,Yes,Moderate,Low,Low,Average,66.24
15.81,8.37,59.36,Yes,Yes,High,Moderate,Moderate,Average,75.11
20.97,6.11,61.16,Yes,Yes,High,Moderate,Moderate,Average,80.36
18.88,6.74,68.91,Yes,Yes,High,Low,Moderate,Average,80.73
0.77,8.96,81.77,Yes,Yes,Moderate,Low,Moderate,Average,52.52
27.25,6.76,69.99,No,No,Moderate,High,Low,Good,79.69
16.77,5.48,70.93,Yes,Yes,High,Moderate,Low,Average,78.32
10.34,6.2,66.63,Yes,Yes,High,Moderate,Moderate,Average,51.8
15.94,5.87,62.51,Yes,Yes,Moderate,Low,Low,Average,58.34
16.06,7.43,83.41,Yes,Yes,Moderate,High,Moderate,Average,76.78
11.0,5.92,81.14,Yes,Yes,Moderate,Moderate,Low,Average,71.8
16.19,7.33,100.0,Yes,Yes,Moderate,Low,Low,Average,80.07
11.36,6.12,79.16,Yes,Yes,Low,Moderate,Moderate,Average,57.67
12.57,4.45,62.52,Yes,Yes,Low,High,Moderate,Good,70.65
10.88,7.37,56.43,Yes,Yes,Moderate,High,Moderate,Good,65.8
6.4,7.18,84.29,Yes,Yes,Moderate,Moderate,Low,Average,65.49
15.88,7.62,57.78,Yes,Yes,Moderate,High,Moderate,Average,74.05
18.51,6.19,82.15,Yes,No,Low,Moderate,Low,Poor,72.8
18.09,6.06,58.6,Yes,Yes,High,Low,Moderate,Average,61.9
19.92,7.48,75.24,Yes,Yes,Moderate,Low,Low,Average,73.42
16.95,8.82,54.1,Yes,Yes,High,Moderate,Low,Average,72.19
11.8,7.01,81.7,Yes,No,Moderate,Moderate,Moderate,Poor,59.6
20.04,7.51,51.49,Yes,Yes,Low,Low,Low,Average,77.71
6.85,6.61,74.09,Yes,No,Moderate,Low,Moderate,Poor,48.25
9.6,5.15,67.03,No,No,Moderate,Moderate,Low,Good,63.21
9.21,8.16,71.53,Yes,Yes,Moderate,Low,Low,Average,65.02
21.48,8.09,64.06,Yes,No,Low,Moderate,Moderate,Average,75.55
20.66,7.85,63.71,No,Yes,Low,Low,Moderate,Average,51.87
17.92,6.78,72.32,Yes,Yes,Moderate,Moderate,High,Average,79.86
21.43,7.72,54.97,Yes,Yes,Moderate,High,Low,Average,73.25
9.72,8.07,54.88,Yes,No,Low,High,Moderate,Average,57.63
17.09,8.94,64.62,No,Yes,Moderate,Low,Moderate,Average,58.69
14.25,8.19,64.04,Yes,Yes,High,Moderate,Moderate,Average,77.03
20.08,7.08,54.92,No,Yes,Moderate,Low,Moderate,Good,59.01
14.31,5.43,83.86,No,Yes,Low,Low,Moderate,Average,55.86
12.69,7.19,64.98,Yes,Yes,Low,Moderate,Moderate,Good,59.67
18.25,7.31,66.6,Yes,No,Moderate,Moderate,Low,Good,73.22
20.26,7.85,50.09,Yes,Yes,Low,Low,High,Good,61.88
10.99,8.62,100.0,Yes,No,Moderate,Moderate,Low,Good,81.89
14.63,6.89,100.0,Yes,No,Moderate,Moderate,Low,Average,73.97
8.65,9.52,58.29,Yes,No,Low,Moderate,Moderate,Good,57.07
0.01,4.89,88.39,Yes,No,Low,Moderate,Low,Average,54.76
16.2,7.5,68.62,Yes,No,High,Moderate,Moderate,Average,64.92
18.65,6.04,94.06,No,Yes,Moderate,Moderate,Moderate,Poor,71.94
16.57,4.71,75.04,Yes,Yes,High,Moderate,Low,Average,77.6
3.3,6.76,71.5,Yes,Yes,Low,Low,Low,Average,40.14
12.89,5.25,32.51,Yes,Yes,Low,Moderate,Moderate,Average,36.32
1.69,6.81,56.82,No,Yes,Moderate,Moderate,Moderate,Average,40.19
23.22,7.04,70.31,Yes,No,Moderate,Moderate,Low,Average,78.92
8.48,8.34,72.98,No,Yes,High,Moderate,Moderate,Good,64.03
22.53,5.19,51.78,Yes,Yes,Moderate,Moderate,Moderate,Average,69.92
20.68,8.09,59.07,Yes,No,Moderate,Moderate,Moderate,Good,65.84
9.6,7.12,78.3,No,No,Moderate,Moderate,Low,Good,71.24
8.2,8.23,49.25,Yes,No,High,Low,Moderate,Average,50.3
17.1,6.48,72.01,Yes,Yes,High,High,Low,Average,77.77
9.93,5.4,88.57,No,No,Moderate,Moderate,Moderate,Average,57.1
15.61,5.54,75.78,Yes,Yes,Moderate,Low,Low,Poor,68.48
12.1,5.45,75.03,Yes,No,Moderate,Moderate,Low,Poor,62.75
4.31,7.57,39.7,Yes,Yes,High,Moderate,Moderate,Good,31.37
1.62,8.77,57.67,Yes,Yes,High,Moderate,Moderate,Poor,48.29
16.36,6.32,100.0,Yes,Yes,Moderate,High,Low,Average,78.57
11.63,7.75,61.01,Yes,No,High,Moderate,Moderate,Poor,54.15
11.68,5.17,88.97,Yes,Yes,High,High,Moderate,Average,66.02
19.18,7.22,60.84,Yes,No,Low,Moderate,Low,Average,65.29
22.04,7.8,65.83,No,No,Moderate,High,Moderate,Average,71.63
13.36,5.26,77.73,Yes,Yes,Moderate,Low,Low,Average,65.46
12.96,6.76,71.51,Yes,Yes,Moderate,Low,Moderate,Average,54.86
18.0,7.86,75.72,Yes,Yes,Moderate,Moderate,Low,Average,78.47
6.86,3.48,57.72,Yes,No,Low,Moderate,Low,Good,46.93
16.34,8.6,52.96,Yes,Yes,High,Low,Moderate,Average,66.7
18.31,7.42,56.71,No,No,Low,Low,High,Average,50.61
19.08,7.86,62.02,Yes,No,Moderate,Low,Moderate,Poor,59.83
3.38,6.5,66.56,No,Yes,Low,Moderate,Low,Average,29.89
10.43,4.93,85.56,Yes,No,Moderate,High,Moderate,Average,65.21
9.73,7.64,71.31,Yes,No,Moderate,Moderate,Low,Good,66.17
15.6,6.9,77.27,Yes,No,High,Moderate,High,Average,65.61
17.88,7.04,72.12,Yes,Yes,High,Moderate,Moderate,Good,69.91
23.98,8.31,53.27,Yes,Yes,Moderate,Moderate,High,Average,71.19
12.03,7.91,70.26,Yes,Yes,Moderate,Moderate,Moderate,Good,64.49
12.01,9.31,71.96,Yes,No,Moderate,Low,High,Average,67.23
21.9,7.18,81.4,Yes,Yes,Moderate,High,Low,Good,95.93
16.78,6.17,53.97,Yes,Yes,Moderate,Moderate,High,Average,53.85
22.61,6.77,39.39,Yes,Yes,Low,Moderate,Low,Good,72.52
16.73,7.5,72.64,No,Yes,Moderate,Moderate,High,Good,61.07
8.06,8.22,75.31,Yes,Yes,Low,Moderate,Low,Average,67.34
7.0,5.24,67.31,No,Yes,Moderate,Low,Moderate,Good,49.76
